timestamp,temperature_c,building_type,occupants,ac_usage,appliance_usage,peak_hour,consumption_kwh,is_anomaly
2023-03-23 07:00:00,12.9,office,14,0.42,2.13,0,4.883,0
2023-03-23 08:00:00,10.9,office,73,1.86,4.85,1,9.074,0
2023-03-23 09:00:00,12.6,office,68,1.5,5.63,1,10.923,0
2023-03-23 10:00:00,13.9,office,37,0.84,3.51,1,7.285,0
2023-03-23 11:00:00,17.9,office,80,2.09,4.28,0,9.218,0
2023-03-23 12:00:00,13.4,office,66,1.5,3.88,0,8.587,0
2023-03-23 13:00:00,21.8,office,80,1.9,4.62,0,8.967,0
2023-03-23 14:00:00,18.9,office,32,0.94,2.48,0,6.544,0
2023-03-23 15:00:00,17.4,office,52,1.32,3.66,0,7.629,0
2023-03-23 16:00:00,16.5,office,64,1.74,4.37,0,8.647,0
2023-03-23 17:00:00,16.2,office,57,1.48,4.37,1,9.649,0
2023-03-23 18:00:00,15.6,office,16,0.52,2.42,1,5.344,0
2023-03-23 19:00:00,14.5,office,7,0.57,1.95,1,4.824,0
2023-03-23 20:00:00,13.1,office,0,0.09,1.67,1,4.176,0
2023-03-23 21:00:00,11.1,office,0,0.27,1.5,0,4.552,0
2023-03-23 22:00:00,9.5,office,0,0.48,1.21,0,4.335,0
2023-03-23 23:00:00,8.5,office,0,0.31,1.47,0,3.61,0
2023-03-24 00:00:00,7.9,office,0,0.41,1.1,0,4.369,0
2023-03-24 01:00:00,9.4,office,0,0.33,0.73,0,3.794,0
2023-03-24 02:00:00,8.4,office,0,0.42,0.71,0,3.154,0
2023-03-24 03:00:00,3.3,office,0,0.47,0.84,0,3.509,0
2023-03-24 04:00:00,9.2,office,0,0.3,1.63,0,12.99,1
2023-03-24 05:00:00,9.3,office,0,0.08,1.28,0,4.427,0
2023-03-24 06:00:00,10.0,office,0,0.24,0.8,0,3.488,0
2023-03-24 07:00:00,10.6,office,15,0.65,1.33,0,4.126,0
2023-03-24 08:00:00,14.2,office,30,0.71,3.71,1,6.578,0
2023-03-24 09:00:00,15.2,office,56,1.12,5.11,1,9.423,0
2023-03-24 10:00:00,13.9,office,61,1.39,4.8,1,9.804,0
2023-03-24 11:00:00,16.7,office,36,1.2,2.87,0,6.394,0
2023-03-24 12:00:00,15.4,office,57,1.49,3.13,0,7.183,0
2023-03-24 13:00:00,15.3,office,53,1.26,3.54,0,6.931,0
2023-03-24 14:00:00,16.6,office,70,1.5,3.76,0,8.051,0
2023-03-24 15:00:00,18.6,office,59,1.36,3.19,0,6.462,0
2023-03-24 16:00:00,18.3,office,75,1.58,4.75,0,8.018,0
2023-03-24 17:00:00,16.8,office,39,0.83,3.54,1,7.502,0
2023-03-24 18:00:00,16.1,office,18,0.81,3.07,1,6.991,0
2023-03-24 19:00:00,14.6,office,10,0.7,2.86,1,6.784,0
2023-03-24 20:00:00,11.6,office,0,0.08,1.38,1,3.782,0
2023-03-24 21:00:00,11.9,office,0,0.03,1.14,0,2.94,0
2023-03-24 22:00:00,11.2,office,0,0.16,0.87,0,2.547,0
2023-03-24 23:00:00,10.1,office,0,0.23,0.35,0,2.758,0
2023-03-25 00:00:00,10.2,office,0,0.1,1.05,0,3.363,0
2023-03-25 01:00:00,9.0,office,0,0.15,0.99,0,2.995,0
2023-03-25 02:00:00,8.3,office,0,0.1,0.87,0,3.771,0
2023-03-25 03:00:00,9.5,office,0,0.39,1.4,0,3.856,0
2023-03-25 04:00:00,8.4,office,0,0.36,0.88,0,3.636,0
2023-03-25 05:00:00,7.9,office,0,0.32,1.49,0,4.327,0
2023-03-25 06:00:00,10.0,office,0,0.19,0.86,0,3.291,0
2023-03-25 07:00:00,10.3,office,0,0.45,0.35,0,2.487,0
2023-03-25 08:00:00,11.7,office,0,0.48,1.81,1,5.71,0
2023-03-25 09:00:00,13.8,office,0,0.09,1.44,1,4.05,0
2023-03-25 10:00:00,14.1,office,0,0.11,1.98,1,5.149,0
2023-03-25 11:00:00,15.8,office,0,0.26,1.1,0,3.909,0
2023-03-25 12:00:00,14.2,office,0,0.05,0.81,0,2.908,0
2023-03-25 13:00:00,17.9,office,0,0.22,0.33,0,3.22,0
2023-03-25 14:00:00,17.8,office,0,0.29,0.81,0,3.222,0
2023-03-25 15:00:00,16.4,office,0,0.26,0.31,0,3.074,0
2023-03-25 16:00:00,18.1,office,0,0.17,1.09,0,4.594,0
2023-03-25 17:00:00,17.7,office,0,0.27,2.23,1,4.252,0
2023-03-25 18:00:00,12.8,office,0,0.48,2.45,1,4.917,0
2023-03-25 19:00:00,12.9,office,0,0.1,1.39,1,4.125,0
2023-03-25 20:00:00,11.6,office,0,0.33,1.89,1,6.192,0
2023-03-25 21:00:00,10.1,office,0,0.02,0.94,0,2.435,0
2023-03-25 22:00:00,11.5,office,0,0.03,1.4,0,3.948,0
2023-03-25 23:00:00,8.9,office,0,0.28,1.02,0,3.45,0
2023-03-26 00:00:00,8.3,office,0,0.05,0.39,0,2.948,0
2023-03-26 01:00:00,5.2,office,0,0.01,0.77,0,2.262,0
2023-03-26 02:00:00,9.0,office,0,0.09,1.05,0,2.755,0
2023-03-26 03:00:00,6.3,office,0,0.28,1.11,0,3.765,0
2023-03-26 04:00:00,8.8,office,0,0.35,1.32,0,3.184,0
2023-03-26 05:00:00,9.9,office,0,0.1,0.43,0,2.417,0
2023-03-26 06:00:00,12.5,office,0,0.33,1.44,0,3.356,0
2023-03-26 07:00:00,9.7,office,0,0.09,0.28,0,2.319,0
2023-03-26 08:00:00,8.5,office,0,0.31,2.48,1,5.737,0
2023-03-26 09:00:00,14.6,office,0,0.21,2.32,1,4.576,0
2023-03-26 10:00:00,18.2,office,0,0.33,2.06,1,4.683,0
2023-03-26 11:00:00,18.4,office,0,0.5,1.16,0,3.411,0
2023-03-26 12:00:00,17.6,office,0,0.94,0.64,0,11.95,1
2023-03-26 13:00:00,17.1,office,0,0.0,0.25,0,1.897,0
2023-03-26 14:00:00,19.2,office,0,0.44,0.33,0,3.039,0
2023-03-26 15:00:00,16.4,office,0,0.03,0.31,0,2.075,0
2023-03-26 16:00:00,18.0,office,0,0.48,0.91,0,4.248,0
2023-03-26 17:00:00,17.3,office,0,0.14,1.48,1,3.615,0
2023-03-26 18:00:00,17.1,office,0,0.19,2.32,1,5.99,0
2023-03-26 19:00:00,18.4,office,0,0.05,1.78,1,4.719,0
2023-03-26 20:00:00,13.6,office,0,0.06,2.1,1,4.665,0
2023-03-26 21:00:00,10.9,office,0,0.87,1.79,0,15.942,1
2023-03-26 22:00:00,10.5,office,0,1.0,1.11,0,8.687,1
2023-03-26 23:00:00,6.8,office,0,0.31,0.52,0,2.647,0
2023-03-27 00:00:00,7.9,office,0,0.36,0.65,0,2.654,0
2023-03-27 01:00:00,7.8,office,0,0.38,1.24,0,3.757,0
2023-03-27 02:00:00,7.5,office,0,0.13,0.96,0,2.896,0
2023-03-27 03:00:00,8.6,office,0,0.02,0.53,0,2.078,0
2023-03-27 04:00:00,7.7,office,0,0.0,1.26,0,2.632,0
2023-03-27 05:00:00,11.4,office,0,0.18,0.27,0,2.439,0
2023-03-27 06:00:00,10.7,office,0,0.12,1.11,0,3.049,0
2023-03-27 07:00:00,11.9,office,13,0.29,1.42,0,4.06,0
2023-03-27 08:00:00,12.8,office,69,1.47,5.6,1,10.354,0
2023-03-27 09:00:00,14.8,office,64,1.34,5.61,1,9.504,0
2023-03-27 10:00:00,17.0,office,79,2.04,6.13,1,10.719,0
2023-03-27 11:00:00,15.5,office,60,1.27,3.77,0,6.599,0
2023-03-27 12:00:00,16.6,office,59,1.45,3.35,0,6.89,0
2023-03-27 13:00:00,17.6,office,57,1.44,4.1,0,7.177,0
2023-03-27 14:00:00,16.2,office,76,1.79,4.6,0,9.364,0
2023-03-27 15:00:00,16.8,office,67,1.39,3.65,0,7.431,0
2023-03-27 16:00:00,16.9,office,47,1.1,3.48,0,6.474,0
2023-03-27 17:00:00,18.1,office,50,1.03,4.08,1,8.213,0
2023-03-27 18:00:00,16.1,office,12,0.44,1.86,1,5.122,0
2023-03-27 19:00:00,14.8,office,7,0.23,2.72,1,5.646,0
2023-03-27 20:00:00,14.5,office,0,0.28,1.83,1,4.265,0
2023-03-27 21:00:00,11.7,office,0,0.35,0.57,0,3.975,0
2023-03-27 22:00:00,11.3,office,0,0.27,1.13,0,3.42,0
2023-03-27 23:00:00,9.6,office,0,0.22,1.35,0,3.288,0
2023-03-28 00:00:00,9.6,office,0,0.19,0.2,0,1.864,0
2023-03-28 01:00:00,7.8,office,0,0.42,1.09,0,3.541,0
2023-03-28 02:00:00,4.8,office,0,0.11,1.2,0,3.805,0
2023-03-28 03:00:00,8.5,office,0,0.37,0.47,0,3.086,0
2023-03-28 04:00:00,11.3,office,0,0.38,0.84,0,4.488,0
2023-03-28 05:00:00,11.3,office,0,0.21,0.32,0,2.27,0
2023-03-28 06:00:00,12.4,office,0,0.15,1.17,0,2.974,0
2023-03-28 07:00:00,14.0,office,13,0.5,1.95,0,4.677,0
2023-03-28 08:00:00,13.6,office,58,1.21,4.24,1,8.211,0
2023-03-28 09:00:00,15.1,office,45,0.92,4.51,1,9.396,0
2023-03-28 10:00:00,15.1,office,78,1.62,6.1,1,10.174,0
2023-03-28 11:00:00,16.5,office,59,1.27,3.6,0,6.119,0
2023-03-28 12:00:00,18.7,office,66,1.57,4.4,0,9.475,0
2023-03-28 13:00:00,20.1,office,69,1.8,3.65,0,8.334,0
2023-03-28 14:00:00,18.3,office,72,1.56,5.01,0,7.977,0
2023-03-28 15:00:00,17.6,office,54,1.55,3.62,0,7.713,0
2023-03-28 16:00:00,17.8,office,51,1.5,3.56,0,7.625,0
2023-03-28 17:00:00,17.9,office,31,1.1,3.61,1,6.974,0
2023-03-28 18:00:00,13.8,office,20,0.82,2.93,1,7.067,0
2023-03-28 19:00:00,11.3,office,15,0.48,3.06,1,5.892,0
2023-03-28 20:00:00,12.7,office,0,0.04,1.99,1,4.726,0
2023-03-28 21:00:00,10.4,office,0,0.28,1.38,0,3.553,0
2023-03-28 22:00:00,10.2,office,0,0.28,0.96,0,3.958,0
2023-03-28 23:00:00,9.7,office,0,0.42,0.42,0,2.792,0
2023-03-29 00:00:00,8.7,office,0,0.95,2.53,0,15.702,1
2023-03-29 01:00:00,11.1,office,0,0.25,1.09,0,3.509,0
2023-03-29 02:00:00,9.2,office,0,0.17,1.11,0,3.669,0
2023-03-29 03:00:00,9.4,office,0,0.09,1.48,0,4.053,0
2023-03-29 04:00:00,10.3,office,0,0.0,0.3,0,2.972,0
2023-03-29 05:00:00,8.5,office,0,0.25,0.76,0,2.632,0
2023-03-29 06:00:00,12.8,office,0,0.51,1.19,0,11.731,1
2023-03-29 07:00:00,12.3,office,10,0.61,1.52,0,5.13,0
2023-03-29 08:00:00,14.7,office,61,1.47,5.3,1,10.134,0
2023-03-29 09:00:00,13.4,office,43,1.32,4.61,1,8.276,0
2023-03-29 10:00:00,13.9,office,52,1.35,4.39,1,8.704,0
2023-03-29 11:00:00,18.5,office,46,1.34,3.52,0,6.811,0
2023-03-29 12:00:00,18.6,office,51,1.09,3.94,0,6.653,0
2023-03-29 13:00:00,17.2,office,47,1.37,3.44,0,7.327,0
2023-03-29 14:00:00,17.4,office,68,1.7,3.92,0,7.249,0
2023-03-29 15:00:00,20.3,office,74,1.57,4.69,0,7.303,0
2023-03-29 16:00:00,16.3,office,47,1.03,3.81,0,7.621,0
2023-03-29 17:00:00,19.7,office,65,1.76,5.73,1,10.567,0
2023-03-29 18:00:00,14.9,office,5,0.12,2.29,1,5.537,0
2023-03-29 19:00:00,16.0,office,11,0.45,2.9,1,6.612,0
2023-03-29 20:00:00,13.2,office,0,0.16,1.46,1,4.614,0
2023-03-29 21:00:00,13.3,office,0,0.33,0.52,0,2.784,0
2023-03-29 22:00:00,10.4,office,0,0.42,1.44,0,4.281,0
2023-03-29 23:00:00,10.0,office,0,0.18,0.38,0,2.874,0
2023-03-30 00:00:00,9.7,office,0,0.21,0.45,0,2.355,0
2023-03-30 01:00:00,7.6,office,0,0.49,0.75,0,3.402,0
2023-03-30 02:00:00,10.1,office,0,0.39,0.97,0,3.851,0
2023-03-30 03:00:00,8.4,office,0,0.45,0.98,0,3.058,0
2023-03-30 04:00:00,9.3,office,0,0.22,0.58,0,3.282,0
2023-03-30 05:00:00,9.0,office,0,0.12,1.4,0,4.343,0
2023-03-30 06:00:00,7.6,office,0,0.21,1.39,0,3.089,0
2023-03-30 07:00:00,12.4,office,7,0.5,1.06,0,3.189,0
2023-03-30 08:00:00,17.6,office,45,0.95,4.01,1,8.214,0
2023-03-30 09:00:00,16.5,office,76,1.66,5.91,1,10.087,0
2023-03-30 10:00:00,16.5,office,56,1.14,4.86,1,8.515,0
2023-03-30 11:00:00,17.1,office,61,1.44,3.75,0,7.407,0
2023-03-30 12:00:00,18.3,office,65,1.71,3.99,0,8.282,0
2023-03-30 13:00:00,19.6,office,78,1.57,4.55,0,8.73,0
2023-03-30 14:00:00,17.2,office,45,1.24,2.76,0,6.409,0
2023-03-30 15:00:00,20.5,office,74,1.95,4.5,0,9.756,0
2023-03-30 16:00:00,19.4,office,60,1.32,4.09,0,7.67,0
2023-03-30 17:00:00,18.6,office,71,1.77,5.71,1,10.75,0
2023-03-30 18:00:00,17.1,office,20,0.89,3.21,1,6.568,0
2023-03-30 19:00:00,15.3,office,19,0.86,2.64,1,5.536,0
2023-03-30 20:00:00,15.0,office,0,0.12,2.19,1,5.949,0
2023-03-30 21:00:00,13.6,office,0,0.05,0.21,0,1.432,0
2023-03-30 22:00:00,11.0,office,0,0.07,0.82,0,3.705,0
2023-03-30 23:00:00,9.6,office,0,0.66,2.05,0,11.869,1
2023-03-31 00:00:00,10.1,office,0,0.36,1.02,0,3.918,0
2023-03-31 01:00:00,11.7,office,0,0.34,0.82,0,4.127,0
2023-03-31 02:00:00,7.4,office,0,0.17,1.04,0,3.798,0
2023-03-31 03:00:00,7.2,office,0,0.08,1.38,0,3.108,0
2023-03-31 04:00:00,10.1,office,0,0.29,0.94,0,3.045,0
2023-03-31 05:00:00,10.8,office,0,0.24,1.24,0,3.394,0
2023-03-31 06:00:00,12.0,office,0,0.36,1.47,0,3.37,0
2023-03-31 07:00:00,13.3,office,5,0.32,1.37,0,3.873,0
2023-03-31 08:00:00,13.9,office,35,0.87,3.7,1,7.196,0
2023-03-31 09:00:00,17.8,office,48,1.11,3.65,1,7.372,0
2023-03-31 10:00:00,14.3,office,44,2.32,9.43,1,29.764,1
2023-03-31 11:00:00,16.5,office,55,1.23,3.69,0,7.008,0
2023-03-31 12:00:00,18.4,office,74,1.53,4.94,0,8.335,0
2023-03-31 13:00:00,16.6,office,45,1.07,3.02,0,6.686,0
2023-03-31 14:00:00,19.0,office,49,1.0,3.9,0,7.707,0
2023-03-31 15:00:00,21.6,office,72,1.53,4.15,0,7.225,0
2023-03-31 16:00:00,18.6,office,67,1.71,4.52,0,8.047,0
2023-03-31 17:00:00,18.1,office,53,1.22,4.39,1,8.806,0
2023-03-31 18:00:00,14.8,office,20,0.73,2.83,1,5.866,0
2023-03-31 19:00:00,14.6,office,16,0.68,3.04,1,5.902,0
2023-03-31 20:00:00,13.7,office,0,0.29,1.59,1,5.017,0
2023-03-31 21:00:00,12.5,office,0,0.48,0.33,0,2.34,0
2023-03-31 22:00:00,13.7,office,0,0.01,0.88,0,2.583,0
2023-03-31 23:00:00,11.5,office,0,0.37,0.89,0,4.387,0
2023-04-01 00:00:00,8.5,office,0,0.48,1.24,0,3.577,0
2023-04-01 01:00:00,10.0,office,0,0.43,1.46,0,5.033,0
2023-04-01 02:00:00,10.2,office,0,0.08,0.27,0,2.144,0
2023-04-01 03:00:00,11.4,office,0,0.16,0.97,0,3.272,0
2023-04-01 04:00:00,12.5,office,0,0.09,1.09,0,3.685,0
2023-04-01 05:00:00,9.4,office,0,0.3,1.48,0,3.363,0
2023-04-01 06:00:00,10.8,office,0,0.36,1.43,0,3.859,0
2023-04-01 07:00:00,11.3,office,0,0.16,1.13,0,4.052,0
2023-04-01 08:00:00,14.1,office,0,0.27,1.88,1,4.014,0
2023-04-01 09:00:00,16.5,office,0,0.35,1.41,1,5.074,0
2023-04-01 10:00:00,18.5,office,0,0.21,1.7,1,4.567,0
2023-04-01 11:00:00,17.9,office,0,0.43,0.96,0,3.744,0
2023-04-01 12:00:00,18.3,office,0,0.39,1.14,0,4.344,0
2023-04-01 13:00:00,19.5,office,0,0.03,1.03,0,2.737,0
2023-04-01 14:00:00,18.2,office,0,0.31,1.13,0,3.137,0
2023-04-01 15:00:00,22.4,office,0,0.6,1.45,0,8.909,1
2023-04-01 16:00:00,16.4,office,0,0.28,1.15,0,4.078,0
2023-04-01 17:00:00,18.3,office,0,0.48,1.39,1,4.126,0
2023-04-01 18:00:00,20.0,office,0,0.44,1.41,1,5.017,0
2023-04-01 19:00:00,15.8,office,0,0.2,1.41,1,3.124,0
2023-04-01 20:00:00,14.2,office,0,0.43,5.65,1,20.545,1
2023-04-01 21:00:00,12.7,office,0,0.12,0.3,0,2.75,0
2023-04-01 22:00:00,11.7,office,0,0.27,1.24,0,4.394,0
2023-04-01 23:00:00,13.0,office,0,0.06,0.5,0,3.487,0
2023-04-02 00:00:00,7.1,office,0,0.27,0.81,0,2.96,0
2023-04-02 01:00:00,12.2,office,0,0.0,1.39,0,3.125,0
2023-04-02 02:00:00,7.6,office,0,0.16,0.96,0,3.744,0
2023-04-02 03:00:00,9.5,office,0,0.11,0.47,0,2.217,0
2023-04-02 04:00:00,9.8,office,0,0.49,0.57,0,3.874,0
2023-04-02 05:00:00,12.1,office,0,0.36,1.4,0,4.58,0
2023-04-02 06:00:00,9.8,office,0,0.17,0.76,0,3.325,0
2023-04-02 07:00:00,14.1,office,0,0.05,0.96,0,2.593,0
2023-04-02 08:00:00,17.8,office,0,0.26,1.8,1,4.066,0
2023-04-02 09:00:00,14.0,office,0,0.11,1.69,1,4.759,0
2023-04-02 10:00:00,17.5,office,0,0.27,1.49,1,4.08,0
2023-04-02 11:00:00,17.3,office,0,0.42,1.09,0,4.444,0
2023-04-02 12:00:00,19.7,office,0,0.31,1.13,0,3.716,0
2023-04-02 13:00:00,19.6,office,0,0.32,0.56,0,3.144,0
2023-04-02 14:00:00,18.8,office,0,0.27,1.23,0,3.216,0
2023-04-02 15:00:00,20.3,office,0,0.46,1.31,0,4.704,0
2023-04-02 16:00:00,21.8,office,0,0.47,1.4,0,4.174,0
2023-04-02 17:00:00,18.0,office,0,0.26,1.41,1,4.47,0
2023-04-02 18:00:00,18.3,office,0,0.15,1.6,1,5.167,0
2023-04-02 19:00:00,14.1,office,0,0.23,2.32,1,5.569,0
2023-04-02 20:00:00,13.3,office,0,0.09,1.46,1,5.131,0
2023-04-02 21:00:00,14.1,office,0,0.72,0.41,0,7.941,1
2023-04-02 22:00:00,14.5,office,0,0.25,1.33,0,3.67,0
2023-04-02 23:00:00,11.7,office,0,0.05,0.62,0,3.007,0
2023-04-03 00:00:00,10.2,office,0,0.1,0.74,0,3.042,0
2023-04-03 01:00:00,10.2,office,0,0.24,0.78,0,3.896,0
2023-04-03 02:00:00,8.1,office,0,0.44,1.3,0,4.354,0
2023-04-03 03:00:00,11.1,office,0,0.28,0.64,0,3.02,0
2023-04-03 04:00:00,12.0,office,0,0.34,1.36,0,4.343,0
2023-04-03 05:00:00,10.8,office,0,0.17,1.0,0,2.726,0
2023-04-03 06:00:00,11.8,office,0,0.29,0.89,0,4.013,0
2023-04-03 07:00:00,14.1,office,18,0.58,1.52,0,3.874,0
2023-04-03 08:00:00,14.3,office,77,1.87,5.37,1,10.409,0
2023-04-03 09:00:00,16.2,office,65,1.33,5.26,1,8.97,0
2023-04-03 10:00:00,20.6,office,51,1.27,4.33,1,8.128,0
2023-04-03 11:00:00,18.2,office,52,1.19,3.98,0,6.81,0
2023-04-03 12:00:00,18.8,office,74,1.64,4.54,0,7.958,0
2023-04-03 13:00:00,18.8,office,59,1.66,3.82,0,7.627,0
2023-04-03 14:00:00,21.1,office,47,1.03,3.09,0,6.138,0
2023-04-03 15:00:00,19.5,office,49,1.14,3.68,0,6.256,0
2023-04-03 16:00:00,18.3,office,46,1.17,3.05,0,7.056,0
2023-04-03 17:00:00,20.5,office,44,1.31,3.75,1,7.095,0
2023-04-03 18:00:00,19.6,office,8,0.37,2.72,1,6.333,0
2023-04-03 19:00:00,15.4,office,11,0.59,2.53,1,5.774,0
2023-04-03 20:00:00,12.2,office,0,0.43,1.97,1,4.95,0
2023-04-03 21:00:00,15.2,office,0,0.16,0.99,0,2.987,0
2023-04-03 22:00:00,11.5,office,0,0.2,1.13,0,3.687,0
2023-04-03 23:00:00,12.6,office,0,0.18,0.61,0,3.403,0
2023-04-04 00:00:00,8.0,office,0,0.42,0.24,0,2.752,0
2023-04-04 01:00:00,11.7,office,0,0.02,1.25,0,2.716,0
2023-04-04 02:00:00,8.4,office,0,0.15,0.37,0,2.306,0
2023-04-04 03:00:00,11.5,office,0,0.34,1.14,0,3.325,0
2023-04-04 04:00:00,10.9,office,0,0.28,0.31,0,1.707,0
2023-04-04 05:00:00,10.3,office,0,0.22,0.69,0,2.915,0
2023-04-04 06:00:00,12.1,office,0,0.27,0.28,0,3.338,0
2023-04-04 07:00:00,15.0,office,15,0.4,1.63,0,3.719,0
2023-04-04 08:00:00,15.4,office,37,0.96,3.9,1,7.303,0
2023-04-04 09:00:00,17.4,office,77,1.79,5.27,1,9.314,0
2023-04-04 10:00:00,20.7,office,64,1.73,4.88,1,9.644,0
2023-04-04 11:00:00,16.4,office,78,1.69,5.31,0,8.717,0
2023-04-04 12:00:00,22.0,office,74,1.91,4.48,0,9.252,0
2023-04-04 13:00:00,20.2,office,41,1.14,3.29,0,6.433,0
2023-04-04 14:00:00,18.9,office,42,0.85,3.51,0,7.134,0
2023-04-04 15:00:00,18.1,office,43,1.22,3.62,0,6.919,0
2023-04-04 16:00:00,19.3,office,77,1.56,5.22,0,8.856,0
2023-04-04 17:00:00,20.2,office,60,1.7,4.61,1,8.947,0
2023-04-04 18:00:00,17.5,office,13,0.7,3.1,1,6.84,0
2023-04-04 19:00:00,18.8,office,14,0.43,2.96,1,6.574,0
2023-04-04 20:00:00,13.1,office,0,0.13,2.29,1,5.231,0
2023-04-04 21:00:00,13.9,office,0,0.19,0.22,0,3.429,0
2023-04-04 22:00:00,10.9,office,0,0.18,1.44,0,3.688,0
2023-04-04 23:00:00,12.2,office,0,0.19,1.21,0,3.244,0
2023-04-05 00:00:00,12.5,office,0,0.16,1.2,0,3.041,0
2023-04-05 01:00:00,10.0,office,0,0.31,0.31,0,2.718,0
2023-04-05 02:00:00,6.6,office,0,0.08,0.5,0,3.452,0
2023-04-05 03:00:00,11.0,office,0,0.42,1.45,0,4.486,0
2023-04-05 04:00:00,11.8,office,0,0.41,0.85,0,3.967,0
2023-04-05 05:00:00,12.6,office,0,0.24,0.72,0,3.519,0
2023-04-05 06:00:00,14.8,office,0,0.43,1.29,0,4.106,0
2023-04-05 07:00:00,12.6,office,8,0.28,0.71,0,3.909,0
2023-04-05 08:00:00,16.5,office,42,0.85,3.84,1,7.244,0
2023-04-05 09:00:00,18.6,office,48,1.27,4.09,1,7.793,0
2023-04-05 10:00:00,15.3,office,44,1.11,3.85,1,7.853,0
2023-04-05 11:00:00,19.5,office,53,1.34,3.25,0,7.431,0
2023-04-05 12:00:00,19.1,office,41,1.27,2.52,0,5.94,0
2023-04-05 13:00:00,20.2,office,49,1.46,2.87,0,6.051,0
2023-04-05 14:00:00,21.0,office,30,0.92,2.53,0,5.162,0
2023-04-05 15:00:00,19.6,office,75,1.88,5.15,0,10.109,0
2023-04-05 16:00:00,18.8,office,64,1.32,4.06,0,8.313,0
2023-04-05 17:00:00,19.1,office,38,0.84,3.49,1,6.949,0
2023-04-05 18:00:00,16.4,office,13,0.63,2.06,1,5.46,0
2023-04-05 19:00:00,15.2,office,6,0.34,2.58,1,6.736,0
2023-04-05 20:00:00,16.5,office,0,0.22,2.46,1,6.698,0
2023-04-05 21:00:00,12.5,office,0,0.15,0.65,0,3.373,0
2023-04-05 22:00:00,14.0,office,0,0.3,0.58,0,3.007,0
2023-04-05 23:00:00,12.7,office,0,0.09,0.98,0,3.453,0
2023-04-06 00:00:00,8.8,office,0,0.31,1.21,0,2.995,0
2023-04-06 01:00:00,9.9,office,0,0.09,0.79,0,3.605,0
2023-04-06 02:00:00,12.5,office,0,0.03,1.02,0,2.979,0
2023-04-06 03:00:00,9.4,office,0,0.17,1.13,0,3.471,0
2023-04-06 04:00:00,10.7,office,0,0.12,1.45,0,4.45,0
2023-04-06 05:00:00,12.9,office,0,0.44,0.41,0,3.797,0
2023-04-06 06:00:00,14.4,office,0,0.03,1.5,0,4.056,0
2023-04-06 07:00:00,14.1,office,6,0.21,1.01,0,2.721,0
2023-04-06 08:00:00,14.9,office,65,1.57,5.39,1,10.268,0
2023-04-06 09:00:00,19.2,office,48,1.2,4.34,1,7.24,0
2023-04-06 10:00:00,20.9,office,74,1.5,5.53,1,9.643,0
2023-04-06 11:00:00,20.8,office,38,0.76,3.01,0,6.806,0
2023-04-06 12:00:00,20.2,office,70,1.89,4.21,0,7.92,0
2023-04-06 13:00:00,19.4,office,78,1.89,4.26,0,8.838,0
2023-04-06 14:00:00,19.5,office,61,1.4,3.89,0,7.757,0
2023-04-06 15:00:00,21.4,office,36,0.96,2.68,0,5.739,0
2023-04-06 16:00:00,20.7,office,30,0.73,1.96,0,4.962,0
2023-04-06 17:00:00,21.4,office,66,1.49,5.72,1,10.815,0
2023-04-06 18:00:00,19.2,office,14,0.6,2.2,1,6.241,0
2023-04-06 19:00:00,14.8,office,20,0.84,2.73,1,6.552,0
2023-04-06 20:00:00,17.3,office,0,0.09,1.4,1,4.887,0
2023-04-06 21:00:00,13.0,office,0,0.42,0.9,0,4.135,0
2023-04-06 22:00:00,12.7,office,0,0.06,0.6,0,3.029,0
2023-04-06 23:00:00,12.6,office,0,0.11,0.84,0,2.502,0
2023-04-07 00:00:00,14.7,office,0,0.02,0.49,0,3.395,0
2023-04-07 01:00:00,15.8,office,0,0.07,0.27,0,0.964,0
2023-04-07 02:00:00,11.9,office,0,0.46,1.21,0,3.149,0
2023-04-07 03:00:00,10.9,office,0,0.23,1.03,0,3.326,0
2023-04-07 04:00:00,12.5,office,0,0.04,0.64,0,1.983,0
2023-04-07 05:00:00,13.8,office,0,0.48,0.26,0,3.601,0
2023-04-07 06:00:00,13.0,office,0,0.44,1.33,0,3.693,0
2023-04-07 07:00:00,17.4,office,20,0.78,1.42,0,4.127,0
2023-04-07 08:00:00,16.3,office,58,1.63,5.31,1,10.223,0
2023-04-07 09:00:00,18.0,office,51,1.13,4.37,1,8.017,0
2023-04-07 10:00:00,19.5,office,41,1.24,3.69,1,7.629,0
2023-04-07 11:00:00,20.2,office,33,1.0,2.81,0,6.325,0
2023-04-07 12:00:00,21.6,office,46,1.35,3.64,0,7.668,0
2023-04-07 13:00:00,19.9,office,60,4.03,6.2,0,26.977,1
2023-04-07 14:00:00,20.2,office,37,0.91,2.58,0,4.798,0
2023-04-07 15:00:00,19.2,office,34,1.07,2.46,0,5.474,0
2023-04-07 16:00:00,21.0,office,55,1.23,4.15,0,7.558,0
2023-04-07 17:00:00,20.7,office,61,1.38,5.15,1,8.326,0
2023-04-07 18:00:00,19.2,office,7,0.19,1.87,1,4.748,0
2023-04-07 19:00:00,19.8,office,6,0.59,1.74,1,5.525,0
2023-04-07 20:00:00,16.0,office,0,0.15,1.5,1,4.534,0
2023-04-07 21:00:00,15.7,office,0,0.26,0.54,0,2.867,0
2023-04-07 22:00:00,11.9,office,0,0.2,0.5,0,2.746,0
